City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
FRANKLIN PARK,IL,60131,BANK OF AMERICA NATL ASSOC,IL,235930,60,1,0,0,1,0,N,N,"$436,000.00 ",$0.00 ,"$436,000.00 ","$353,160.00 ",P I F
COLLEGE STATION,TX,77845,INNOVATIVE BANK,CA,445291,1,2,0,1,0,1,N,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$8,500.00 ",P I F
Wilmington,NC,28409,YADKIN BANK,NC,518210,1,1,0,1,0,1,N,N,"$42,500.00 ",$0.00 ,"$42,500.00 ","$21,250.00 ",P I F
HONOLULU,HI,96819,HEDCO LOCAL DEVEL CORP,HI,541330,28,1,28,28,1,0,N,N,"$895,000.00 ",$0.00 ,"$895,000.00 ","$895,000.00 ",P I F
HESPERIA,CA,92345,CATHAY BANK,CA,0,3,2,0,0,1,0,N,N,"$78,490.00 ",$0.00 ,"$78,490.00 ","$70,641.00 ",P I F
MISSION,TX,78572,JPMORGAN CHASE BANK NATL ASSOC,IL,448140,2,1,2,2,1,1,0,N,"$14,000.00 ",$0.00 ,"$14,000.00 ","$7,000.00 ",P I F
LANCASTER,CA,93534,MUFG UNION BANK NATL ASSOC,CA,0,7,1,0,0,1,0,N,Y,"$14,736.00 ",$0.00 ,"$14,736.00 ","$11,789.00 ",P I F
TACOMA,WA,98402,"READYCAP LENDING, LLC",CA,0,30,1,0,0,1,0,0,N,"$892,000.00 ",$0.00 ,"$892,000.00 ","$380,000.00 ",P I F
AUSTIN,TX,78745,WELLS FARGO BANK NATL ASSOC,TX,0,2,2,0,0,52000,0,N,Y,"$85,410.00 ",$0.00 ,"$85,410.00 ","$68,328.00 ",P I F
DUNBAR,NE,68346,ARBOR BANK,NE,238990,7,2,0,0,1,2,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
POWAY,CA,92126,CDC SMALL BUS. FINAN CORP,CA,0,18,1,8,10,1,0,N,N,"$344,000.00 ",$0.00 ,"$344,000.00 ","$344,000.00 ",P I F
SPOKANE,WA,99207,NORTHWEST BUS. DEVEL ASSOC,WA,448310,7,1,3,4,0,0,N,N,"$57,000.00 ",$0.00 ,"$57,000.00 ","$57,000.00 ",P I F
JONESBORO,GA,30236,WELLS FARGO BANK NATL ASSOC,NC,0,14,1,0,0,0,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",CHGOFF
CHICAGO,IL,60654,"PNC BANK, NATIONAL ASSOCIATION",IL,0,2,1,0,0,1,0,N,Y,"$30,000.00 ",$0.00 ,"$30,000.00 ","$27,000.00 ",P I F
RIO LINDA,CA,95673,WELLS FARGO BANK NATL ASSOC,SD,484210,2,1,0,2,1,1,Y,N,"$50,807.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",CHGOFF
CORONA,CA,92882,BANK OF AMERICA NATL ASSOC,NC,561990,2,1,0,2,0,1,Y,N,"$62,400.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
HAMDEN,CT,6517,BANK OF AMERICA NATL ASSOC,RI,561720,4,1,0,4,1,1,Y,N,"$18,500.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
CHRISTIANSBURG,VA,24073,BANK OF AMERICA NATL ASSOC,NC,722110,15,1,5,15,0,1,Y,N,"$150,000.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
DES MOINES,IA,50313,WELLS FARGO BANK NATL ASSOC,IA,811111,3,2,0,0,1,0,N,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$67,500.00 ",CHGOFF
BOZEMAN,MT,59718,FLATHEAD BANK OF BIGFORK,MT,561740,1,1,0,1,0,2,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ",P I F
AMERICAN FORK,UT,84003,BANK OF AMERICAN FORK,UT,422450,12,1,0,0,1,2,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
COLUMBUS,OH,43229,JPMORGAN CHASE BANK NATL ASSOC,IL,442110,8,1,0,8,1,1,Y,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
GARDEN CITY,KS,67846,EQUITY BANK,KS,234110,27,1,0,0,0,0,N,N,"$650,000.00 ",$0.00 ,"$650,000.00 ","$533,000.00 ",P I F
CEDAR PARK,TX,78630,AMERICAN BANK OF COMMERCE,TX,0,24,1,0,0,1,0,0,Y,"$94,841.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",CHGOFF
HARBOR CITY,CA,90710,WILSHIRE BANK,CA,445310,3,1,1,2,1,1,0,N,"$140,000.00 ",$0.00 ,"$140,000.00 ","$119,000.00 ",P I F
QUINCY,IL,62301,MERCANTILE BANK,IL,0,8,2,0,0,10481,0,N,N,"$290,000.00 ",$0.00 ,"$145,000.00 ","$108,750.00 ",P I F
GAINESVILLE,FL,32608,COMERICA BANK,TX,722211,1,2,40,0,74305,1,0,N,"$140,800.00 ",$0.00 ,"$140,800.00 ","$105,600.00 ",P I F
CAMBRIDGE,MA,2138,NEW ENGLAND CERT. DEVEL CORP,MA,311812,90,1,25,0,1,0,N,N,"$750,000.00 ",$0.00 ,"$750,000.00 ","$750,000.00 ",P I F
FOUNTAIN,CO,80817,PREMIER BANK,CO,445310,3,1,0,0,1,1,0,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
PHOENIX,AZ,85032,GE CAP. SMALL BUS. FINAN CORP,TX,0,5,2,5,0,50564,0,0,N,"$135,000.00 ",$0.00 ,"$135,000.00 ","$101,250.00 ",P I F
PORT SAINT LUCIE,FL,34986,BANK OF AMERICA NATL ASSOC,NC,334220,2,1,0,2,1,1,0,N,"$61,500.00 ",$0.00 ,"$61,500.00 ","$30,750.00 ",P I F
CLINTON,OK,73601,FIRST NATL BK & TR CO,OK,0,1,2,0,0,1,2,N,N,"$582,500.00 ",$0.00 ,"$582,500.00 ","$436,875.00 ",P I F
NORTH HOLLYWOOD,CA,91605,WELLS FARGO BANK NATL ASSOC,SD,722211,2,2,8,2,1,1,0,N,"$130,488.00 ",$0.00 ,"$140,500.00 ","$119,425.00 ",P I F
KANSAS CITY,MO,64111,BANK OF AMERICA NATL ASSOC,NC,541512,12,1,0,0,1,0,N,N,"$442,381.00 ",$0.00 ,"$442,381.00 ","$331,786.00 ",P I F
Norwich,CT,6360,"TD BANK, NATIONAL ASSOCIATION",DE,238220,80,1,0,90,0,1,Y,N,"$610,449.00 ",$0.00 ,"$350,000.00 ","$175,000.00 ",P I F
APEX,NC,27539,BANK OF AMERICA NATL ASSOC,NC,423110,2,1,0,2,1,1,N,N,"$22,000.00 ",$0.00 ,"$22,000.00 ","$11,000.00 ",P I F
Cle Elum,WA,98922,HANMI BANK,CA,721110,6,1,0,6,0,1,N,N,"$1,125,000.00 ",$0.00 ,"$1,125,000.00 ","$843,750.00 ",P I F
SPANISH FORK,UT,84660,CENTRAL BANK,UT,442210,7,1,0,0,60235,2,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
GREENCASTLE,IN,46135,CAPITAL ONE NATL ASSOC,VA,238140,5,1,0,5,0,2,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
LEBANON,TN,37090,BANK OF AMERICA NATL ASSOC,NC,334220,1,1,0,1,1,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
Wilton,CT,6897,BRANCH BK. & TR CO,NC,541940,15,1,0,15,0,1,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
OLDSMAR,FL,34677,COMPASS BANK,AL,541921,1,1,1,1,1,1,Y,N,"$21,628.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",CHGOFF
MONTICELLO,MS,39654,"COMMUNITY BANK, ELLISVILLE",MS,112320,4,1,0,4,0,2,N,N,"$146,000.00 ",$0.00 ,"$146,000.00 ","$131,400.00 ",P I F
SANTA MONICA,CA,90403,U.S. BANK NATIONAL ASSOCIATION,OH,339999,5,1,0,5,0,1,Y,N,"$194,465.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
Providence,RI,2907,WASHINGTON TR CO OF WESTERLY,RI,722211,3,2,0,0,0,1,Y,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",CHGOFF
PORTLAND,OR,97236,WELLS FARGO BANK NATL ASSOC,SD,0,9,1,0,0,1,0,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
HEBER,UT,84032,ZIONS FIRST NATIONAL BANK,UT,337110,7,1,0,5,0,1,Y,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
DURANGO,CO,81147,1ST NATL BK OF DURANGO,CO,321992,8,1,0,0,1,0,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$170,000.00 ",P I F
BALTIMORE,MD,21228,"PNC BANK, NATIONAL ASSOCIATION",MD,0,27,1,0,0,1,0,N,Y,"$45,000.00 ",$0.00 ,"$45,000.00 ","$36,000.00 ",P I F
FORT LEE,NJ,62121,BNB HANA BANK NATL ASSOC,NJ,621210,4,1,0,4,1,1,Y,N,"$133,055.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
RICHLANDS,NC,28574,NEUSE RIVER DEVEL AUTHORITY,NC,0,7,2,7,0,0,0,N,N,"$97,000.00 ",$0.00 ,"$97,000.00 ","$97,000.00 ",P I F
BOISE,ID,83709,"CAPITAL MATRIX, INC.",ID,339950,4,2,3,1,1,1,N,N,"$73,000.00 ",$0.00 ,"$73,000.00 ","$73,000.00 ",P I F
NORTH RICHLAND HILLS,TX,76180,JPMORGAN CHASE BANK NATL ASSOC,NV,0,2,1,1,2,1,0,0,N,"$190,000.00 ",$0.00 ,"$190,000.00 ","$142,500.00 ",P I F
HARBOR CITY,CA,90710,COMERICA BANK,TX,721110,2,1,0,2,1,1,0,N,"$1,000,000.00 ",$0.00 ,"$1,000,000.00 ","$750,000.00 ",P I F
LAPOINT,UT,84039,MOUNTAIN AMERICA FCU,UT,237110,2,2,0,2,0,1,Y,N,"$66,999.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
SEABROOK,TX,77586,COMPASS BANK,AL,238990,3,1,0,3,1,1,Y,N,"$50,012.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
PERU,IL,61354,HEARTLAND BK & TR CO,IL,722110,18,1,0,0,1,1,0,Y,"$70,000.00 ",$0.00 ,"$70,000.00 ","$59,500.00 ",P I F
Montgomery,VT,5471,"TD BANK, NATIONAL ASSOCIATION",DE,721191,3,2,0,3,0,2,Y,N,"$102,965.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
KANSAS CITY,MO,64152,PLATTE VALLEY BANK OF MISSOURI,MO,561730,9,1,0,9,0,1,N,N,"$106,000.00 ",$0.00 ,"$106,000.00 ","$53,000.00 ",P I F
CHICAGO,IL,60624,CITIZENS BANK NATL ASSOC,RI,448140,2,2,1,3,0,1,Y,N,"$14,164.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",CHGOFF
GENEVA,NY,14456,NEW YORK BUS. DEVEL CORP,NY,621310,1,2,1,0,1,2,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
PHILADELPHIA,PA,19103,CITIZENS BANK NATL ASSOC,RI,722110,4,1,0,4,1,1,Y,N,"$137,138.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
CORAPOLIS,PA,15108,CAPITAL ONE NATL ASSOC,VA,236116,9,1,0,0,1,2,0,Y,"$25,000.00 ",$0.00 ,"$25,000.00 ","$21,250.00 ",CHGOFF
FORT WORTH,TX,76102,CITIZENS STATE BANK,TX,0,7,1,0,0,0,0,N,N,"$500,000.00 ",$0.00 ,"$500,000.00 ","$425,000.00 ",P I F
HENRIETTA,NY,14467,MANUFACTURERS & TRADERS TR CO,NY,541940,10,1,0,10,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$37,500.00 ",P I F
Jamaica,NY,11430,SHINHAN BANK AMERICA,NY,453220,1,2,5,6,0,1,N,N,"$200,000.00 ",$0.00 ,"$200,000.00 ","$150,000.00 ",P I F
ABILENE,TX,79603,"FIRST BANK TEXAS, SSB",TX,711510,1,2,1,1,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
LAFAYETTE,CO,80026,BANK OF THE WEST,CA,722211,1,1,10,1,68020,2,0,N,"$154,000.00 ",$0.00 ,"$154,000.00 ","$115,500.00 ",P I F
PONCA CITY,OK,74601,RCB BANK,OK,0,10,1,0,0,1,0,N,N,"$110,000.00 ",$0.00 ,"$110,000.00 ","$93,500.00 ",P I F
PRINCETON JUNCTION,NJ,8550,WELLS FARGO BANK NATL ASSOC,PA,0,13,1,0,0,1,0,N,N,"$125,000.00 ",$0.00 ,"$480,000.00 ","$360,000.00 ",P I F
PALMDALE,CA,93551,WELLS FARGO BANK NATL ASSOC,SD,0,4,1,0,0,1,0,0,N,"$200,300.00 ",$0.00 ,"$400,000.00 ","$300,000.00 ",P I F
MURRIETA,CA,92562,JPMORGAN CHASE BANK NATL ASSOC,IL,423840,2,1,1,3,1,1,Y,N,"$109,334.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
DERRY (CENSUS NAME FOR DERRY C,NH,3038,CITIZENS BANK NATL ASSOC,RI,541511,2,1,0,2,1,1,Y,N,"$34,800.00 ",$0.00 ,"$20,000.00 ","$10,000.00 ",P I F
OAKLAND,CA,94605,CALIFORNIA BANK & TRUST,CA,621210,1,1,1,1,1,1,Y,N,"$44,100.00 ",$0.00 ,"$44,100.00 ","$22,050.00 ",P I F
CAMP VERDE,AZ,86322,MERIDIAN BANK NATL ASSOC,AZ,721211,4,1,0,0,1,0,0,N,"$266,000.00 ",$0.00 ,"$266,000.00 ","$199,500.00 ",P I F
SPRINGFIELD,MO,65807,LANDMARK BANK NATL ASSOC,MO,722110,90,1,0,0,1,1,0,Y,"$80,000.00 ",$0.00 ,"$80,000.00 ","$64,000.00 ",P I F
HOUSTON,TX,77002,WELLS FARGO BANK NATL ASSOC,SD,541110,4,1,0,4,1,1,0,N,"$1,012,000.00 ",$0.00 ,"$1,012,000.00 ","$759,000.00 ",P I F
LAKEWOOD,CO,80214,JPMORGAN CHASE BANK NATL ASSOC,IL,561720,16,1,0,16,1,2,Y,N,"$71,652.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
NEWPORT BEACH,CA,92663,,,445310,2,1,0,0,0,0,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$135,000.00 ",P I F
BIRMINGHAM,AL,35212,COMPASS BANK,AL,624410,18,1,0,0,1,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
SAN LUIS OBISPO,CA,93401,COAST NATIONAL BANK,CA,448310,2,1,0,2,1,2,N,N,"$111,300.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
NAPERVILLE,IL,60564,CAPITAL ONE NATL ASSOC,VA,424210,4,1,0,4,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
LEBANON JUNCTION,KY,40150,"PNC BANK, NATIONAL ASSOCIATION",DE,441310,2,1,0,2,1,1,0,N,"$144,000.00 ",$0.00 ,"$144,000.00 ","$72,000.00 ",P I F
ROCHESTER,NY,14623,MANUFACTURERS & TRADERS TR CO,NY,561510,5,2,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$45,000.00 ",P I F
BELLE GLADE,FL,33430,"PNC BANK, NATIONAL ASSOCIATION",FL,0,7,1,0,0,1,0,N,N,"$257,400.00 ",$0.00 ,"$257,400.00 ","$193,050.00 ",P I F
MOUNT OLIVE,NC,28365,BANK OF AMERICA NATL ASSOC,SC,112340,1,2,0,0,1,0,N,N,"$390,000.00 ",$0.00 ,"$390,000.00 ","$331,500.00 ",P I F
CAMPBELL,CA,95008,BRIDGE BANK NATL ASSOC,CA,235110,31,1,0,0,1,1,N,N,"$700,000.00 ",$0.00 ,"$700,000.00 ","$525,000.00 ",CHGOFF
LAKE HAVASU CITY,AZ,86403,CAPITAL ONE NATL ASSOC,VA,238320,3,1,0,3,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SUNNYVALE,CA,94087,BANK OF AMERICA CALIFORNIA N.A,CA,0,2,2,0,0,1,0,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
YUCAIPA,CA,92399,CITIZENS BUSINESS BANK,CA,0,60,1,0,0,1,0,N,N,"$531,250.00 ",$0.00 ,"$531,250.00 ","$398,438.00 ",P I F
LAS VEGAS,NV,89122,KIRKWOOD BANK AND TRUST CO,ND,722410,10,1,0,0,1,1,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
LYNWOOD,CA,90262,SOUTHLAND ECONOMIC DEVEL CORP,CA,238990,1,1,0,1,1,1,0,N,"$396,000.00 ",$0.00 ,"$396,000.00 ","$396,000.00 ",P I F
COLORADO SPRINGS,CO,80906,U.S. BANK NATIONAL ASSOCIATION,OH,238220,18,1,0,18,0,1,Y,N,"$131,847.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,238220,11,2,0,0,1,1,0,Y,"$67,023.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
LIVINGSTON,TX,77399,BANK OF AMERICA NATL ASSOC,NC,541618,1,1,0,1,1,2,Y,N,"$14,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",CHGOFF
INDEPENDENCE,KS,67301,LABETTE BANK,KS,238990,8,1,12,0,1,2,Y,N,"$285,000.00 ",$0.00 ,"$200,000.00 ","$100,000.00 ",P I F
METAIRIE,LA,70006,WHITNEY BANK,MS,446110,26,2,26,26,1,1,0,N,"$586,000.00 ",$0.00 ,"$586,000.00 ","$439,500.00 ",P I F
LANGDON,ND,58249,CHOICE FINANCIAL GROUP,ND,235930,1,1,0,0,1,2,N,N,"$86,000.00 ",$0.00 ,"$86,000.00 ","$73,100.00 ",P I F
IMPERIAL,PA,15126,"PNC BANK, NATIONAL ASSOCIATION",PA,332911,3030,1,0,0,1,0,N,N,"$1,125,000.00 ",$0.00 ,"$1,125,000.00 ","$748,125.00 ",P I F
MARINA,CA,93933,MUFG UNION BANK NATL ASSOC,CA,0,18,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
WASHINGTON,DC,20016,"PREMIER BANK, INC.",DC,453220,11,2,0,0,1,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",CHGOFF
BEECHER,IL,60401,BMO HARRIS BK NATL ASSOC,IL,722110,4,2,4,4,1,1,Y,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
CRANSTON,RI,2920,CITIZENS BANK NATL ASSOC,RI,311812,10,1,0,0,1,0,0,N,"$24,000.00 ",$0.00 ,"$24,000.00 ","$12,000.00 ",P I F
LOS ANGELES,CA,90019,WILSHIRE BANK,CA,811192,20,1,0,0,1,0,N,N,"$400,000.00 ",$0.00 ,"$400,000.00 ","$325,240.00 ",P I F
Woodbury,MN,55125,ASSOCIATED BANK NATL ASSOC,WI,541990,1,1,0,1,0,1,Y,N,"$23,066.00 ",$0.00 ,"$16,000.00 ","$8,000.00 ",P I F
DEPERE,WI,54115,WELLS FARGO BANK NATL ASSOC,WI,0,1,2,0,0,1,0,N,Y,"$41,896.00 ",$0.00 ,"$70,000.00 ","$63,000.00 ",P I F
TEANECK (TOWNSHIP OF),NJ,7666,COMMUNITY NATIONAL BANK,NY,451110,1,2,5,5,1,2,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
LAMBERTVILLE,MI,49020,KEYBANK NATIONAL ASSOCIATION,OH,0,16,2,0,0,0,0,N,N,"$180,000.00 ",$0.00 ,"$180,000.00 ","$153,000.00 ",P I F
RICHMOND,RI,2875,WASHINGTON TR CO OF WESTERLY,RI,0,1,2,0,0,1,0,N,Y,"$42,000.00 ",$0.00 ,"$42,000.00 ","$33,600.00 ",P I F
LINDEN,IN,47955,JPMORGAN CHASE BANK NATL ASSOC,IL,484110,10,1,6,4,1,2,0,N,"$17,860.00 ",$0.00 ,"$60,000.00 ","$30,000.00 ",P I F
ELMHURST,NY,11373,BANK OF AMERICA NATL ASSOC,NC,236115,2,2,0,2,0,1,Y,N,"$21,739.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
DENVER,CO,80221,COMPASS BANK,CO,0,5,1,0,0,1,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$75,000.00 ",P I F
TUALATIN,OR,97062,WELLS FARGO BANK NATL ASSOC,SD,811111,10,1,0,0,1,0,N,N,"$288,000.00 ",$0.00 ,"$288,000.00 ","$230,400.00 ",P I F
HILLSBOROUGH,NC,27278,BANK OF AMERICA NATL ASSOC,NC,541511,3,1,0,3,1,1,Y,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
SIKESTON,MO,63801,U.S. BANK NATIONAL ASSOCIATION,MO,421510,11,1,0,0,1,0,N,N,"$226,000.00 ",$0.00 ,"$226,000.00 ","$180,800.00 ",P I F
MONROE,LA,71202,BBCN BANK,CA,235110,2,1,5,2,1,1,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",CHGOFF
MAHTOWA,MN,55707,WOODLANDS NATIONAL BANK,MN,238910,6,2,0,0,1,2,N,N,"$324,000.00 ",$0.00 ,"$324,000.00 ","$243,000.00 ",P I F
SAINT ALBANS,NY,11412,BBCN BANK,CA,453210,1,1,3,3,0,1,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$29,750.00 ",CHGOFF
PITTSBURGH,PA,15209,CITIZENS BANK NATL ASSOC,RI,333298,5,1,0,5,1,1,T,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
Laguna Niguel,CA,92677,"RABOBANK, NATIONAL ASSOCIATION",CA,541990,2,1,1,2,0,2,Y,N,"$74,996.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
SAN FRANCISCO,CA,94103,LOANS FROM OLD CLOSED LENDERS,DC,0,12,1,0,0,1,0,N,N,"$412,500.00 ",$0.00 ,"$412,500.00 ","$330,000.00 ",P I F
WEATHERFORD,OK,73096,BANK OF HYDRO,OK,0,4,2,0,0,1,0,N,N,"$45,000.00 ",$0.00 ,"$45,000.00 ","$40,500.00 ",P I F
BRANSON,MO,65616,"RURAL MISSOURI, INC.",MO,0,14,1,10,4,1,0,N,N,"$633,000.00 ",$0.00 ,"$633,000.00 ","$633,000.00 ",P I F
SAN CARLOS,CA,94070,MORTGAGE CAP. DEVEL CORP,CA,333512,1,1,4,0,1,0,N,N,"$268,000.00 ",$0.00 ,"$268,000.00 ","$268,000.00 ",P I F
DELRAY BEACH,FL,33444,BANK OF AMERICA NATL ASSOC,NC,713940,2,1,0,2,0,1,Y,N,"$33,899.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
OMAHA,NE,68134,FIRST NATIONAL BANK OF OMAHA,NE,541350,2,1,0,0,1,1,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",CHGOFF
BUTTE,MT,59701,ZIONS FIRST NATIONAL BANK,UT,513322,8,1,0,0,1,2,N,N,"$123,000.00 ",$0.00 ,"$123,000.00 ","$92,250.00 ",P I F
MC GEHEE,AR,71654,BBCN BANK,CA,448190,3,2,0,3,0,2,N,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",CHGOFF
MESQUITE,TX,75150,JPMORGAN CHASE BANK NATL ASSOC,IL,541310,2,1,1,1,0,1,Y,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
Chesterfield,MI,48051,THE HUNTINGTON NATIONAL BANK,OH,484110,4,1,1,4,0,1,N,N,"$15,200.00 ",$0.00 ,"$15,200.00 ","$7,600.00 ",P I F
HOSCHTON,GA,30548,BRANCH BK. & TR CO,GA,421940,2,2,0,0,1,0,N,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$112,500.00 ",P I F
FAYETTEVILLE,GA,30215,CAPITAL PARTNERS CERT. DEVEL C,GA,621111,7,1,7,7,1,1,N,N,"$237,000.00 ",$0.00 ,"$237,000.00 ","$237,000.00 ",P I F
ETNA,WY,83118,WELLS FARGO BANK NATL ASSOC,SD,0,1,1,0,0,1,0,N,Y,"$55,000.00 ",$0.00 ,"$55,000.00 ","$44,000.00 ",P I F
LODI,CA,95242,WELLS FARGO BANK NATL ASSOC,CA,0,5,2,0,0,1,0,0,Y,"$35,000.00 ",$0.00 ,"$80,000.00 ","$64,000.00 ",P I F
WEST HARTFORD,CT,6107,BANK OF AMERICA NATL ASSOC,CT,0,5,1,0,0,1,0,N,N,"$207,000.00 ",$0.00 ,"$207,000.00 ","$155,250.00 ",P I F
EL PASO,TX,79924,UNITED BK OF EL PASO DEL NORTE,TX,238220,4,1,2,4,0,1,N,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$29,750.00 ",P I F
OAKLAND,CA,94602,INNOVATIVE BANK,CA,722212,29,2,0,29,1,1,0,N,"$250,000.00 ",$0.00 ,"$250,000.00 ","$187,500.00 ",P I F
CHARLOTTE,NC,28216,BUSINESS EXPANSION FUNDING COR,NC,0,18,1,6,0,1,0,N,N,"$134,000.00 ",$0.00 ,"$134,000.00 ","$134,000.00 ",P I F
SMYRNA,TN,37167,SUNTRUST BANK,GA,561730,1,2,0,0,1,1,0,Y,"$25,000.00 ",$0.00 ,"$25,000.00 ","$20,000.00 ",P I F
DES MOINES,IA,50317,CORPORATION FOR ECONOMIC DEVEL,IA,621210,5,1,3,2,1,0,N,N,"$165,000.00 ",$0.00 ,"$165,000.00 ","$165,000.00 ",P I F
LOS ANGELES,CA,90061,LOS ANGELES CNTY SMALL BUS. DE,CA,422690,39,1,10,29,1,0,N,N,"$309,000.00 ",$0.00 ,"$309,000.00 ","$309,000.00 ",P I F
TYLER,TX,75703,COMERICA BANK,TX,812910,2,2,2,4,1,1,0,N,"$341,000.00 ",$0.00 ,"$341,000.00 ","$255,750.00 ",P I F
BROOMFIELD,CO,80020,"COLORADO LENDING SOURCE, LTD.",CO,811111,6,1,3,0,1,1,0,N,"$329,000.00 ",$0.00 ,"$329,000.00 ","$329,000.00 ",P I F
HUNTINGTON BEACH,CA,92649,PROFESSIONAL BUSINESS BANK,CA,722110,4,2,0,0,1,1,0,Y,"$136,000.00 ",$0.00 ,"$136,000.00 ","$115,600.00 ",CHGOFF
EL RENO,OK,73036,FIRST COMMERCIAL BANK,OK,0,1,2,0,0,68150,0,N,N,"$49,000.00 ",$0.00 ,"$49,000.00 ","$44,100.00 ",P I F
Orlando,FL,32828,"READYCAP LENDING, LLC",CA,722211,1,2,4,1,0,1,N,N,"$254,000.00 ",$0.00 ,"$254,000.00 ","$190,500.00 ",CHGOFF
LAUREL,MS,39443,TRUSTMARK NATIONAL BANK,MS,112320,2,1,0,0,1,2,N,N,"$370,000.00 ",$0.00 ,"$370,000.00 ","$277,500.00 ",P I F
